UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet
12603,11/11/2016 12:00:00 AM,03:30:03,1.23,47,30.46,62,198.05,7.87,23340,63840
12905,11/11/2016 12:00:00 AM,03:35:05,1.29,48,30.46,62,195.78,6.75,23340,63840
13204,11/11/2016 12:00:00 AM,03:40:04,1.22,48,30.46,63,195.0,7.87,23340,63840
13504,11/11/2016 12:00:00 AM,03:45:04,1.25,47,30.46,62,191.71,10.12,23340,63840
13802,11/11/2016 12:00:00 AM,03:50:02,1.22,48,30.46,62,195.43,9.0,23340,63840
14105,11/11/2016 12:00:00 AM,03:55:05,1.25,47,30.46,61,194.06,6.75,23340,63840
14401,11/11/2016 12:00:00 AM,04:00:01,1.21,47,30.46,60,194.6,6.75,23340,63840
14707,11/11/2016 12:00:00 AM,04:05:07,1.23,48,30.46,58,194.3,7.87,23340,63840
15004,11/11/2016 12:00:00 AM,04:10:04,1.24,48,30.45,57,196.31,6.75,23340,63840
15302,11/11/2016 12:00:00 AM,04:15:02,1.19,48,30.45,55,189.8,5.62,23340,63840
15602,11/11/2016 12:00:00 AM,04:20:02,1.24,48,30.45,53,193.63,6.75,23340,63840
15905,11/11/2016 12:00:00 AM,04:25:05,1.23,48,30.45,53,193.53,6.75,23340,63840
16204,11/11/2016 12:00:00 AM,04:30:04,1.23,47,30.46,53,193.39,6.75,23340,63840
16502,11/11/2016 12:00:00 AM,04:35:02,1.24,47,30.46,52,193.62,4.5,23340,63840
16802,11/11/2016 12:00:00 AM,04:40:02,1.23,47,30.46,53,192.89,5.62,23340,63840
17103,11/11/2016 12:00:00 AM,04:45:03,1.2,47,30.46,52,192.43,6.75,23340,63840
17404,11/11/2016 12:00:00 AM,04:50:04,1.2,47,30.46,51,189.81,7.87,23340,63840
17705,11/11/2016 12:00:00 AM,04:55:05,1.21,47,30.46,52,175.67,7.87,23340,63840
18005,11/11/2016 12:00:00 AM,05:00:05,1.2,47,30.46,51,180.49,9.0,23340,63840
18301,11/11/2016 12:00:00 AM,05:05:01,1.23,46,30.46,51,176.58,7.87,23340,63840
18602,11/11/2016 12:00:00 AM,05:10:02,1.22,46,30.46,51,176.86,7.87,23340,63840
18902,11/11/2016 12:00:00 AM,05:15:02,1.21,46,30.46,50,178.69,7.87,23340,63840
19202,11/11/2016 12:00:00 AM,05:20:02,1.21,46,30.45,49,177.24,7.87,23340,63840
19505,11/11/2016 12:00:00 AM,05:25:05,1.21,46,30.46,48,181.79,9.0,23340,63840
19802,11/11/2016 12:00:00 AM,05:30:02,1.22,46,30.46,46,177.16,6.75,23340,63840
20104,11/11/2016 12:00:00 AM,05:35:04,1.2,46,30.46,44,175.81,7.87,23340,63840
20405,11/11/2016 12:00:00 AM,05:40:05,1.21,46,30.46,42,177.04,6.75,23340,63840
20702,11/11/2016 12:00:00 AM,05:45:02,1.22,46,30.46,40,179.06,6.75,23340,63840
21001,11/11/2016 12:00:00 AM,05:50:01,1.21,46,30.46,38,176.6,5.62,23340,63840
21302,11/11/2016 12:00:00 AM,05:55:02,1.23,46,30.47,36,180.23,6.75,23340,63840
21604,11/11/2016 12:00:00 AM,06:00:04,1.24,47,30.47,34,180.03,6.75,23340,63840
21902,11/11/2016 12:00:00 AM,06:05:02,1.22,47,30.47,34,180.14,6.75,23340,63840
22207,11/11/2016 12:00:00 AM,06:10:07,1.19,47,30.47,34,174.66,5.62,23340,63840
22502,11/11/2016 12:00:00 AM,06:15:02,1.41,47,30.47,34,173.6,3.37,23340,63840
22803,11/11/2016 12:00:00 AM,06:20:03,2.5,47,30.48,35,151.23,3.37,23340,63840
23102,11/11/2016 12:00:00 AM,06:25:02,4.04,47,30.48,37,150.78,4.5,23340,63840
23401,11/11/2016 12:00:00 AM,06:30:01,6.51,47,30.48,38,171.68,4.5,23340,63840
23704,11/11/2016 12:00:00 AM,06:35:04,9.17,47,30.48,38,173.83,5.62,23340,63840
24002,11/11/2016 12:00:00 AM,06:40:02,11.34,47,30.48,39,176.28,5.62,23340,63840
24306,11/11/2016 12:00:00 AM,06:45:06,13.31,46,30.48,40,176.16,5.62,23340,63840
24602,11/11/2016 12:00:00 AM,06:50:02,15.01,46,30.48,40,180.77,9.0,23340,63840
24904,11/11/2016 12:00:00 AM,06:55:04,16.52,46,30.48,40,180.14,7.87,23340,63840
25203,11/11/2016 12:00:00 AM,07:00:03,17.83,47,30.48,39,188.82,7.87,23340,63840
25504,11/11/2016 12:00:00 AM,07:05:04,18.89,47,30.49,38,182.23,7.87,23340,63840
25802,11/11/2016 12:00:00 AM,07:10:02,19.93,48,30.49,39,178.17,9.0,23340,63840
26102,11/11/2016 12:00:00 AM,07:15:02,20.77,48,30.49,39,188.35,7.87,23340,63840
26403,11/11/2016 12:00:00 AM,07:20:03,21.54,48,30.49,38,191.64,7.87,23340,63840
26702,11/11/2016 12:00:00 AM,07:25:02,22.25,49,30.49,38,187.48,6.75,23340,63840
27004,11/11/2016 12:00:00 AM,07:30:04,22.83,49,30.49,38,182.99,3.37,23340,63840
27302,11/11/2016 12:00:00 AM,07:35:02,24.12,49,30.49,37,175.48,5.62,23340,63840
27602,11/11/2016 12:00:00 AM,07:40:02,31.55,50,30.49,35,168.79,4.5,23340,63840
27906,11/11/2016 12:00:00 AM,07:45:06,268.23,51,30.5,33,150.64,1.12,23340,63840
28207,11/11/2016 12:00:00 AM,07:50:07,293.22,53,30.5,29,71.18,2.25,23340,63840
28504,11/11/2016 12:00:00 AM,07:55:04,316.98,55,30.5,28,119.0,1.12,23340,63840
28804,11/11/2016 12:00:00 AM,08:00:04,338.5,56,30.5,28,61.19,1.12,23340,63840
29104,11/11/2016 12:00:00 AM,08:05:04,358.26,58,30.51,27,51.68,2.25,23340,63840
29402,11/11/2016 12:00:00 AM,08:10:02,377.38,58,30.51,31,91.14,5.62,23340,63840
29702,11/11/2016 12:00:00 AM,08:15:02,395.44,58,30.51,36,59.6,3.37,23340,63840
30004,11/11/2016 12:00:00 AM,08:20:04,414.9,59,30.51,40,53.23,0.0,23340,63840
30301,11/11/2016 12:00:00 AM,08:25:01,433.53,59,30.51,41,18.52,2.25,23340,63840
30601,11/11/2016 12:00:00 AM,08:30:01,452.25,59,30.51,41,43.52,0.0,23340,63840
30908,11/11/2016 12:00:00 AM,08:35:08,470.53,59,30.51,37,66.4,1.12,23340,63840
31204,11/11/2016 12:00:00 AM,08:40:04,491.18,59,30.51,30,37.53,3.37,23340,63840
31504,11/11/2016 12:00:00 AM,08:45:04,508.14,60,30.52,34,343.06,2.25,23340,63840
31802,11/11/2016 12:00:00 AM,08:50:02,525.67,60,30.52,34,73.76,3.37,23340,63840
32102,11/11/2016 12:00:00 AM,08:55:02,542.46,60,30.52,24,33.23,4.5,23340,63840
32404,11/11/2016 12:00:00 AM,09:00:04,559.98,60,30.52,26,54.1,1.12,23340,63840
32701,11/11/2016 12:00:00 AM,09:05:01,576.71,60,30.52,24,10.95,2.25,23340,63840
33004,11/11/2016 12:00:00 AM,09:10:04,593.57,61,30.52,24,41.3,2.25,23340,63840
33302,11/11/2016 12:00:00 AM,09:15:02,608.37,61,30.52,21,83.11,3.37,23340,63840
33602,11/11/2016 12:00:00 AM,09:20:02,623.18,61,30.52,25,15.23,5.62,23340,63840
33904,11/11/2016 12:00:00 AM,09:25:04,638.58,61,30.52,25,13.9,4.5,23340,63840
34202,11/11/2016 12:00:00 AM,09:30:02,652.87,61,30.52,24,42.25,4.5,23340,63840
34502,11/11/2016 12:00:00 AM,09:35:02,668.88,62,30.52,25,26.86,4.5,23340,63840
34802,11/11/2016 12:00:00 AM,09:40:02,682.04,62,30.52,28,6.79,6.75,23340,63840
35103,11/11/2016 12:00:00 AM,09:45:03,694.59,62,30.53,27,13.75,6.75,23340,63840
35404,11/11/2016 12:00:00 AM,09:50:04,710.72,62,30.52,22,1.52,3.37,23340,63840
35702,11/11/2016 12:00:00 AM,09:55:02,722.73,62,30.52,26,341.8,1.12,23340,63840
36003,11/11/2016 12:00:00 AM,10:00:03,737.16,62,30.53,23,359.45,3.37,23340,63840
36304,11/11/2016 12:00:00 AM,10:05:04,747.61,62,30.52,27,33.73,5.62,23340,63840
36605,11/11/2016 12:00:00 AM,10:10:05,758.98,62,30.52,26,26.62,9.0,23340,63840
36904,11/11/2016 12:00:00 AM,10:15:04,770.52,62,30.52,25,58.8,5.62,23340,63840
37204,11/11/2016 12:00:00 AM,10:20:04,783.11,62,30.52,30,33.5,7.87,23340,63840
37508,11/11/2016 12:00:00 AM,10:25:08,793.37,62,30.52,30,25.37,9.0,23340,63840
37802,11/11/2016 12:00:00 AM,10:30:02,801.32,62,30.52,26,46.92,7.87,23340,63840
38105,11/11/2016 12:00:00 AM,10:35:05,812.31,62,30.52,24,55.87,3.37,23340,63840
38402,11/11/2016 12:00:00 AM,10:40:02,820.6,63,30.52,23,22.24,9.0,23340,63840
38702,11/11/2016 12:00:00 AM,10:45:02,826.05,63,30.52,25,21.9,5.62,23340,63840
39001,11/11/2016 12:00:00 AM,10:50:01,836.11,63,30.52,25,3.91,1.12,23340,63840
39302,11/11/2016 12:00:00 AM,10:55:02,841.69,63,30.52,24,41.42,4.5,23340,63840
39604,11/11/2016 12:00:00 AM,11:00:04,850.78,63,30.52,26,13.45,7.87,23340,63840
39902,11/11/2016 12:00:00 AM,11:05:02,857.95,63,30.52,23,40.71,3.37,23340,63840
40202,11/11/2016 12:00:00 AM,11:10:02,860.8,63,30.51,26,52.73,2.25,23340,63840
40503,11/11/2016 12:00:00 AM,11:15:03,867.61,63,30.51,28,338.15,5.62,23340,63840
40804,11/11/2016 12:00:00 AM,11:20:04,874.13,64,30.51,29,36.64,5.62,23340,63840
41102,11/11/2016 12:00:00 AM,11:25:02,880.39,64,30.51,27,8.47,3.37,23340,63840
41402,11/11/2016 12:00:00 AM,11:30:02,885.6,64,30.51,28,18.12,4.5,23340,63840
41702,11/11/2016 12:00:00 AM,11:35:02,886.7,64,30.51,27,0.11,7.87,23340,63840
42002,11/11/2016 12:00:00 AM,11:40:02,889.87,64,30.5,29,96.43,5.62,23340,63840
42303,11/11/2016 12:00:00 AM,11:45:03,889.81,64,30.5,30,23.41,4.5,23340,63840
42601,11/11/2016 12:00:00 AM,11:50:01,893.86,64,30.5,32,14.39,3.37,23340,63840
42902,11/11/2016 12:00:00 AM,11:55:02,896.89,64,30.5,35,34.73,9.0,23340,63840
43202,11/11/2016 12:00:00 AM,12:00:02,895.59,64,30.5,36,336.47,4.5,23340,63840
43503,11/11/2016 12:00:00 AM,12:05:03,897.64,64,30.5,36,358.45,7.87,23340,63840
43804,11/11/2016 12:00:00 AM,12:10:04,895.54,64,30.5,39,27.46,6.75,23340,63840
44114,11/11/2016 12:00:00 AM,12:15:14,892.96,64,30.49,40,341.31,6.75,23340,63840
44402,11/11/2016 12:00:00 AM,12:20:02,898.72,64,30.49,42,0.11,4.5,23340,63840
44707,11/11/2016 12:00:00 AM,12:25:07,888.22,64,30.49,45,0.12,7.87,23340,63840
45002,11/11/2016 12:00:00 AM,12:30:02,891.36,63,30.49,45,45.87,3.37,23340,63840
45302,11/11/2016 12:00:00 AM,12:35:02,882.71,63,30.49,51,62.33,3.37,23340,63840
45602,11/11/2016 12:00:00 AM,12:40:02,875.9,62,30.48,50,4.46,7.87,23340,63840
45902,11/11/2016 12:00:00 AM,12:45:02,874.25,63,30.48,51,39.57,7.87,23340,63840
46204,11/11/2016 12:00:00 AM,12:50:04,870.88,63,30.48,49,13.55,9.0,23340,63840
46504,11/11/2016 12:00:00 AM,12:55:04,867.94,63,30.48,48,28.19,5.62,23340,63840
46802,11/11/2016 12:00:00 AM,13:00:02,864.85,63,30.48,45,55.0,6.75,23340,63840
47102,11/11/2016 12:00:00 AM,13:05:02,859.69,63,30.47,44,14.84,7.87,23340,63840
47401,11/11/2016 12:00:00 AM,13:10:01,846.66,64,30.47,46,31.35,14.62,23340,63840
47701,11/11/2016 12:00:00 AM,13:15:01,849.25,63,30.47,46,51.03,1.12,23340,63840
48002,11/11/2016 12:00:00 AM,13:20:02,840.16,63,30.47,43,32.89,2.25,23340,63840
48302,11/11/2016 12:00:00 AM,13:25:02,833.12,63,30.46,48,30.9,2.25,23340,63840
48603,11/11/2016 12:00:00 AM,13:30:03,822.03,64,30.47,45,350.43,10.12,23340,63840
48902,11/11/2016 12:00:00 AM,13:35:02,817.7,64,30.46,41,35.05,5.62,23340,63840
49204,11/11/2016 12:00:00 AM,13:40:04,809.52,64,30.46,40,359.55,4.5,23340,63840
49503,11/11/2016 12:00:00 AM,13:45:03,797.57,64,30.46,39,30.3,4.5,23340,63840
49802,11/11/2016 12:00:00 AM,13:50:02,787.03,64,30.46,38,38.37,6.75,23340,63840
50102,11/11/2016 12:00:00 AM,13:55:02,776.95,64,30.46,38,43.01,10.12,23340,63840
50401,11/11/2016 12:00:00 AM,14:00:01,767.42,64,30.46,40,15.83,9.0,23340,63840
50705,11/11/2016 12:00:00 AM,14:05:05,753.29,64,30.46,40,21.72,3.37,23340,63840
51005,11/11/2016 12:00:00 AM,14:10:05,740.14,63,30.45,47,13.3,6.75,23340,63840
51304,11/11/2016 12:00:00 AM,14:15:04,719.54,63,30.46,52,11.18,11.25,23340,63840
51601,11/11/2016 12:00:00 AM,14:20:01,709.85,63,30.45,51,353.05,9.0,23340,63840
51902,11/11/2016 12:00:00 AM,14:25:02,696.68,63,30.45,53,16.03,6.75,23340,63840
52205,11/11/2016 12:00:00 AM,14:30:05,683.28,63,30.45,54,70.94,4.5,23340,63840
52504,11/11/2016 12:00:00 AM,14:35:04,660.69,63,30.45,54,23.69,5.62,23340,63840
52802,11/11/2016 12:00:00 AM,14:40:02,655.64,63,30.45,53,35.89,11.25,23340,63840
53102,11/11/2016 12:00:00 AM,14:45:02,638.16,63,30.45,55,9.63,3.37,23340,63840
53404,11/11/2016 12:00:00 AM,14:50:04,624.21,63,30.45,58,24.55,5.62,23340,63840
53701,11/11/2016 12:00:00 AM,14:55:01,609.44,62,30.45,57,32.4,6.75,23340,63840
54002,11/11/2016 12:00:00 AM,15:00:02,593.23,62,30.45,48,30.6,6.75,23340,63840
54302,11/11/2016 12:00:00 AM,15:05:02,579.02,63,30.45,51,36.58,10.12,23340,63840
54602,11/11/2016 12:00:00 AM,15:10:02,559.07,62,30.45,55,43.75,6.75,23340,63840
54902,11/11/2016 12:00:00 AM,15:15:02,548.56,62,30.45,53,48.07,6.75,23340,63840
55203,11/11/2016 12:00:00 AM,15:20:03,522.46,62,30.45,54,0.11,7.87,23340,63840
55501,11/11/2016 12:00:00 AM,15:25:01,513.63,62,30.45,48,31.08,7.87,23340,63840
55802,11/11/2016 12:00:00 AM,15:30:02,493.24,62,30.45,55,18.92,6.75,23340,63840
56102,11/11/2016 12:00:00 AM,15:35:02,471.69,62,30.45,56,27.0,5.62,23340,63840
56404,11/11/2016 12:00:00 AM,15:40:04,456.0,62,30.45,57,25.6,3.37,23340,63840
56701,11/11/2016 12:00:00 AM,15:45:01,434.66,61,30.45,51,9.62,2.25,23340,63840
57002,11/11/2016 12:00:00 AM,15:50:02,415.46,61,30.45,51,0.11,5.62,23340,63840
57302,11/11/2016 12:00:00 AM,15:55:02,398.5,61,30.45,52,44.34,11.25,23340,63840
57602,11/11/2016 12:00:00 AM,16:00:02,382.74,61,30.45,53,60.31,9.0,23340,63840
57907,11/11/2016 12:00:00 AM,16:05:07,358.73,61,30.45,54,23.15,3.37,23340,63840
58204,11/11/2016 12:00:00 AM,16:10:04,338.96,62,30.45,52,56.13,7.87,23340,63840
58503,11/11/2016 12:00:00 AM,16:15:03,317.31,61,30.45,52,75.94,4.5,23340,63840
58802,11/11/2016 12:00:00 AM,16:20:02,296.45,61,30.45,53,359.93,3.37,23340,63840
59101,11/11/2016 12:00:00 AM,16:25:01,269.82,61,30.45,54,23.35,9.0,23340,63840
59407,11/11/2016 12:00:00 AM,16:30:07,245.17,60,30.45,56,16.68,9.0,23340,63840
59705,11/11/2016 12:00:00 AM,16:35:05,221.72,60,30.45,55,13.33,6.75,23340,63840
60002,11/11/2016 12:00:00 AM,16:40:02,194.55,60,30.45,52,14.64,5.62,23340,63840
60304,11/11/2016 12:00:00 AM,16:45:04,170.01,60,30.45,49,39.09,9.0,23340,63840
60602,11/11/2016 12:00:00 AM,16:50:02,145.87,60,30.45,49,60.68,5.62,23340,63840
60903,11/11/2016 12:00:00 AM,16:55:03,121.67,59,30.45,54,0.12,4.5,23340,63840
61202,11/11/2016 12:00:00 AM,17:00:02,99.84,59,30.45,57,41.97,5.62,23340,63840
61501,11/11/2016 12:00:00 AM,17:05:01,80.76,59,30.46,59,110.34,3.37,23340,63840
61801,11/11/2016 12:00:00 AM,17:10:01,63.92,58,30.46,60,58.58,4.5,23340,63840
62102,11/11/2016 12:00:00 AM,17:15:02,47.18,58,30.46,60,66.85,3.37,23340,63840
62405,11/11/2016 12:00:00 AM,17:20:05,33.31,58,30.46,62,24.78,4.5,23340,63840
62704,11/11/2016 12:00:00 AM,17:25:04,26.25,57,30.46,61,29.66,3.37,23340,63840
63005,11/11/2016 12:00:00 AM,17:30:05,15.65,57,30.46,59,88.89,3.37,23340,63840
63302,11/11/2016 12:00:00 AM,17:35:02,11.97,57,30.46,57,88.97,5.62,23340,63840
63601,11/11/2016 12:00:00 AM,17:40:01,8.76,57,30.46,58,66.32,3.37,23340,63840
63907,11/11/2016 12:00:00 AM,17:45:07,5.81,56,30.46,58,132.94,1.12,23340,63840
64265,11/11/2016 12:00:00 AM,17:51:05,3.12,56,30.46,56,65.13,4.5,23340,63840
64502,11/11/2016 12:00:00 AM,17:55:02,2.03,56,30.46,63,122.39,5.62,23340,63840
64801,11/11/2016 12:00:00 AM,18:00:01,1.26,56,30.46,67,68.85,1.12,23340,63840
65105,11/11/2016 12:00:00 AM,18:05:05,1.25,56,30.46,70,35.3,3.37,23340,63840
65403,11/11/2016 12:00:00 AM,18:10:03,1.23,55,30.46,69,79.69,6.75,23340,63840
65702,11/11/2016 12:00:00 AM,18:15:02,1.23,55,30.47,63,97.4,2.25,23340,63840
66001,11/11/2016 12:00:00 AM,18:20:01,1.21,55,30.47,67,159.57,3.37,23340,63840
66302,11/11/2016 12:00:00 AM,18:25:02,1.25,54,30.47,67,148.1,5.62,23340,63840
66602,11/11/2016 12:00:00 AM,18:30:02,1.26,54,30.47,64,126.43,5.62,23340,63840
66901,11/11/2016 12:00:00 AM,18:35:01,1.25,54,30.47,61,58.55,1.12,23340,63840
67201,11/11/2016 12:00:00 AM,18:40:01,1.24,54,30.47,60,133.16,2.25,23340,63840
67502,11/11/2016 12:00:00 AM,18:45:02,1.23,54,30.47,60,176.97,2.25,23340,63840
67802,11/11/2016 12:00:00 AM,18:50:02,1.23,54,30.48,55,130.63,4.5,23340,63840
68102,11/11/2016 12:00:00 AM,18:55:02,1.24,54,30.48,58,153.45,2.25,23340,63840
68404,11/11/2016 12:00:00 AM,19:00:04,1.25,54,30.48,51,163.07,4.5,23340,63840
68702,11/11/2016 12:00:00 AM,19:05:02,1.25,54,30.48,56,133.91,7.87,23340,63840
69002,11/11/2016 12:00:00 AM,19:10:02,1.23,54,30.48,57,148.43,6.75,23340,63840
69305,11/11/2016 12:00:00 AM,19:15:05,1.26,54,30.48,61,124.29,6.75,23340,63840
69601,11/11/2016 12:00:00 AM,19:20:01,1.24,54,30.48,60,108.67,7.87,23340,63840
69902,11/11/2016 12:00:00 AM,19:25:02,1.25,54,30.48,62,108.75,7.87,23340,63840
70202,11/11/2016 12:00:00 AM,19:30:02,1.23,54,30.48,59,156.57,5.62,23340,63840
70501,11/11/2016 12:00:00 AM,19:35:01,1.22,54,30.48,62,164.24,5.62,23340,63840
70801,11/11/2016 12:00:00 AM,19:40:01,1.24,53,30.49,59,128.61,6.75,23340,63840
71101,11/11/2016 12:00:00 AM,19:45:01,1.24,53,30.49,64,157.51,1.12,23340,63840
71404,11/11/2016 12:00:00 AM,19:50:04,1.24,53,30.49,66,79.4,2.25,23340,63840
71702,11/11/2016 12:00:00 AM,19:55:02,1.24,53,30.49,65,40.47,2.25,23340,63840
72004,11/11/2016 12:00:00 AM,20:00:04,1.23,53,30.49,61,112.47,6.75,23340,63840
72304,11/11/2016 12:00:00 AM,20:05:04,1.22,53,30.49,60,34.06,4.5,23340,63840
72601,11/11/2016 12:00:00 AM,20:10:01,1.22,53,30.49,56,141.36,3.37,23340,63840
72901,11/11/2016 12:00:00 AM,20:15:01,1.25,53,30.49,56,136.67,6.75,23340,63840
73203,11/11/2016 12:00:00 AM,20:20:03,1.24,53,30.49,55,161.71,4.5,23340,63840
73501,11/11/2016 12:00:00 AM,20:25:01,1.26,53,30.49,56,129.05,3.37,23340,63840
73801,11/11/2016 12:00:00 AM,20:30:01,1.25,52,30.49,57,62.01,3.37,23340,63840
74103,11/11/2016 12:00:00 AM,20:35:03,1.21,52,30.49,60,138.5,6.75,23340,63840
74402,11/11/2016 12:00:00 AM,20:40:02,1.21,52,30.49,62,181.4,7.87,23340,63840
74701,11/11/2016 12:00:00 AM,20:45:01,1.23,52,30.49,65,131.09,5.62,23340,63840
75002,11/11/2016 12:00:00 AM,20:50:02,1.26,52,30.49,68,76.33,11.25,23340,63840
75302,11/11/2016 12:00:00 AM,20:55:02,1.27,51,30.49,69,142.57,4.5,23340,63840
75601,11/11/2016 12:00:00 AM,21:00:01,1.22,51,30.49,70,147.59,4.5,23340,63840
75902,11/11/2016 12:00:00 AM,21:05:02,1.23,51,30.5,71,160.94,5.62,23340,63840
76202,11/11/2016 12:00:00 AM,21:10:02,1.2,51,30.49,72,134.24,6.75,23340,63840
76501,11/11/2016 12:00:00 AM,21:15:01,1.2,51,30.5,73,131.69,4.5,23340,63840
76801,11/11/2016 12:00:00 AM,21:20:01,1.2,51,30.5,74,40.39,2.25,23340,63840
77109,11/11/2016 12:00:00 AM,21:25:09,1.23,51,30.49,74,130.04,7.87,23340,63840
77405,11/11/2016 12:00:00 AM,21:30:05,1.24,51,30.5,75,123.65,5.62,23340,63840
77701,11/11/2016 12:00:00 AM,21:35:01,1.23,51,30.49,75,172.07,7.87,23340,63840
78004,11/11/2016 12:00:00 AM,21:40:04,1.21,51,30.49,75,148.13,7.87,23340,63840
78302,11/11/2016 12:00:00 AM,21:45:02,1.21,51,30.49,75,158.46,5.62,23340,63840
78602,11/11/2016 12:00:00 AM,21:50:02,1.22,51,30.49,75,121.52,6.75,23340,63840
78901,11/11/2016 12:00:00 AM,21:55:01,1.22,51,30.49,75,141.66,10.12,23340,63840
79208,11/11/2016 12:00:00 AM,22:00:08,1.24,51,30.49,74,149.98,1.12,23340,63840
79502,11/11/2016 12:00:00 AM,22:05:02,1.19,51,30.49,74,117.55,4.5,23340,63840
79802,11/11/2016 12:00:00 AM,22:10:02,1.22,51,30.49,74,101.41,4.5,23340,63840
80101,11/11/2016 12:00:00 AM,22:15:01,1.24,51,30.49,74,109.53,2.25,23340,63840
80404,11/11/2016 12:00:00 AM,22:20:04,1.23,51,30.49,74,145.69,5.62,23340,63840
80702,11/11/2016 12:00:00 AM,22:25:02,1.22,51,30.49,74,165.96,4.5,23340,63840
81004,11/11/2016 12:00:00 AM,22:30:04,1.2,50,30.49,75,167.46,9.0,23340,63840
81303,11/11/2016 12:00:00 AM,22:35:03,1.22,50,30.49,75,137.68,7.87,23340,63840
81605,11/11/2016 12:00:00 AM,22:40:05,1.25,50,30.49,74,127.49,3.37,23340,63840
81902,11/11/2016 12:00:00 AM,22:45:02,1.25,50,30.49,74,103.8,7.87,23340,63840
82203,11/11/2016 12:00:00 AM,22:50:03,1.22,50,30.49,73,122.72,12.37,23340,63840
82501,11/11/2016 12:00:00 AM,22:55:01,1.23,50,30.49,73,138.82,7.87,23340,63840
82802,11/11/2016 12:00:00 AM,23:00:02,1.24,50,30.49,73,128.79,7.87,23340,63840
83102,11/11/2016 12:00:00 AM,23:05:02,1.23,50,30.49,73,144.07,7.87,23340,63840
83402,11/11/2016 12:00:00 AM,23:10:02,1.23,50,30.49,73,133.91,10.12,23340,63840
83701,11/11/2016 12:00:00 AM,23:15:01,1.22,50,30.49,74,130.46,4.5,23340,63840
84004,11/11/2016 12:00:00 AM,23:20:04,1.23,50,30.49,74,65.26,6.75,23340,63840
84302,11/11/2016 12:00:00 AM,23:25:02,1.21,50,30.49,75,117.35,9.0,23340,63840
84601,11/11/2016 12:00:00 AM,23:30:01,1.21,50,30.49,75,83.14,9.0,23340,63840
84901,11/11/2016 12:00:00 AM,23:35:01,1.21,50,30.49,75,109.45,9.0,23340,63840
85205,11/11/2016 12:00:00 AM,23:40:05,1.26,49,30.49,76,148.58,7.87,23340,63840
85502,11/11/2016 12:00:00 AM,23:45:02,1.25,49,30.49,76,120.42,7.87,23340,63840
85801,11/11/2016 12:00:00 AM,23:50:01,1.2,49,30.49,76,136.53,7.87,23340,63840
86101,11/11/2016 12:00:00 AM,23:55:01,1.26,49,30.48,77,106.89,3.37,23340,63840
1,11/12/2016 12:00:00 AM,00:00:01,1.22,49,30.48,77,171.11,6.75,23400,63840
304,11/12/2016 12:00:00 AM,00:05:04,1.22,49,30.48,77,113.86,5.62,23400,63840
602,11/12/2016 12:00:00 AM,00:10:02,1.23,49,30.48,77,125.96,10.12,23400,63840
902,11/12/2016 12:00:00 AM,00:15:02,1.19,49,30.48,78,120.1,10.12,23400,63840
1203,11/12/2016 12:00:00 AM,00:20:03,1.26,49,30.48,78,154.46,6.75,23400,63840
1501,11/12/2016 12:00:00 AM,00:25:01,1.21,49,30.48,78,160.12,3.37,23400,63840
1802,11/12/2016 12:00:00 AM,00:30:02,1.19,49,30.48,78,158.01,4.5,23400,63840
2103,11/12/2016 12:00:00 AM,00:35:03,1.22,49,30.48,78,144.2,7.87,23400,63840
2407,11/12/2016 12:00:00 AM,00:40:07,1.2,49,30.48,78,161.06,3.37,23400,63840
2702,11/12/2016 12:00:00 AM,00:45:02,1.2,49,30.48,78,99.82,6.75,23400,63840
3002,11/12/2016 12:00:00 AM,00:50:02,1.22,49,30.48,78,156.09,7.87,23400,63840
3302,11/12/2016 12:00:00 AM,00:55:02,1.23,49,30.48,78,66.02,4.5,23400,63840
3601,11/12/2016 12:00:00 AM,01:00:01,1.24,49,30.48,78,141.9,5.62,23400,63840
3901,11/12/2016 12:00:00 AM,01:05:01,1.23,49,30.48,78,173.89,5.62,23400,63840
4204,11/12/2016 12:00:00 AM,01:10:04,1.21,48,30.48,78,168.49,3.37,23400,63840
4502,11/12/2016 12:00:00 AM,01:15:02,1.21,48,30.48,78,111.38,4.5,23400,63840
4803,11/12/2016 12:00:00 AM,01:20:03,1.22,48,30.48,79,174.55,3.37,23400,63840
5101,11/12/2016 12:00:00 AM,01:25:01,1.2,48,30.48,79,149.7,2.25,23400,63840
5404,11/12/2016 12:00:00 AM,01:30:04,1.23,48,30.48,79,139.0,2.25,23400,63840
5701,11/12/2016 12:00:00 AM,01:35:01,1.23,48,30.48,78,146.83,5.62,23400,63840
6004,11/12/2016 12:00:00 AM,01:40:04,1.24,48,30.47,78,165.88,3.37,23400,63840
6302,11/12/2016 12:00:00 AM,01:45:02,1.25,48,30.47,78,148.41,5.62,23400,63840
6602,11/12/2016 12:00:00 AM,01:50:02,1.23,48,30.47,77,167.15,5.62,23400,63840
6901,11/12/2016 12:00:00 AM,01:55:01,1.2,47,30.47,77,174.01,7.87,23400,63840
7201,11/12/2016 12:00:00 AM,02:00:01,1.2,47,30.47,76,177.16,7.87,23400,63840
7503,11/12/2016 12:00:00 AM,02:05:03,1.21,47,30.47,76,149.34,5.62,23400,63840
7804,11/12/2016 12:00:00 AM,02:10:04,1.15,46,30.47,75,172.9,4.5,23400,63840
